participantID,condition,blocks,blockType,trials,probabilitiesMarketOne_1,probabilitiesMarketOne_2,probabilitiesMarketTwo_1,probabilitiesMarketTwo_2,rewards_1,rewards_2,gem_presented,market_presented,chooseLeft,stateChosen,outcomeState,outcome,RT,black_rl_p,black_sofa_p,chosen_rl_p,chosen_sofa_p,pick_black,rt_log_trans,white_rl_p,white_sofa_p,missed_response,structureAwareness,evidence_consistency,consistent_choice,same_gem,doorRepeat,sideRepeat
9,1,8,2,50,0.8,0.2,0.8,0.2,1,0,4,1,1,2,1,1,0.887511403,0.8,0.2,0.2,0.8,0,0.11933391,0.2,0.8,0,0,0,0,1,1,1
9,1,8,2,51,0.8,0.2,0.8,0.2,1,0,4,1,1,2,2,0,0.769985976,0.8,0.2,0.2,0.8,0,0.261382978,0.2,0.8,0,0,0,0,1,1,1
9,1,8,2,52,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,1.150676558,0.8,0.2,0.2,0.8,0,-0.140350081,0.2,0.8,0,0,1,1,1,1,1
9,1,8,2,53,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,1.37771002,0.8,0.2,0.2,0.8,0,-0.320422715,0.2,0.8,0,0,1,1,1,1,1
9,1,8,2,54,0.8,0.2,0.8,0.2,-1,0,4,1,0,2,2,0,1.163037106,0.8,0.2,0.2,0.8,0,-0.151034779,0.2,0.8,0,0,1,1,1,1,0
9,1,8,2,55,0.8,0.2,0.8,0.2,1,0,4,1,0,1,1,1,0.926187169,0.8,0.2,0.8,0.2,1,0.076678939,0.2,0.8,0,0,1,1,1,0,1
9,1,8,2,56,0.8,0.2,0.8,0.2,1,0,4,1,0,1,1,1,0.689733271,0.8,0.2,0.8,0.2,1,0.37145032,0.2,0.8,0,0,1,1,1,1,1
9,1,8,2,57,0.8,0.2,0.8,0.2,1,0,3,2,1,2,2,0,1.157935075,0.8,0.2,0.2,0.8,0,-0.146638311,0.2,0.8,0,0,1,0,0,0,0
9,1,8,2,58,0.8,0.2,0.8,0.2,1,0,4,1,1,1,1,1,0.778098755,0.8,0.2,0.8,0.2,1,0.250901828,0.2,0.8,0,0,1,1,0,0,1
9,1,8,2,59,0.8,0.2,0.8,0.2,-1,0,4,1,0,2,2,0,0.901417472,0.8,0.2,0.2,0.8,0,0.103786785,0.2,0.8,0,0,1,1,1,0,0
9,1,8,2,60,0.8,0.2,0.8,0.2,1,0,4,1,1,1,1,1,0.687969505,0.8,0.2,0.8,0.2,1,0.374010766,0.2,0.8,0,0,1,1,1,0,0
10,2,1,2,1,0.2,0.8,0.8,0.2,1,0,3,2,1,2,1,1,3.942040321,0.8,0.2,0.2,0.8,0,-1.371698437,0.2,0.8,0,1,1,0,0,0,1
10,2,1,2,2,0.2,0.8,0.8,0.2,-1,0,3,2,1,1,2,0,1.214379183,0.8,0.2,0.8,0.2,1,-0.194232986,0.2,0.8,0,1,0,0,1,0,1
10,2,1,2,3,0.2,0.8,0.8,0.2,1,0,4,1,1,2,1,1,1.256605358,0.2,0.8,0.8,0.2,0,-0.228413925,0.8,0.2,0,1,0,0,0,0,1
10,2,1,2,4,0.2,0.8,0.8,0.2,-1,0,3,2,0,1,1,-1,1.107249661,0.8,0.2,0.8,0.2,1,-0.101879158,0.2,0.8,0,1,0,0,0,0,0
10,2,1,2,5,0.2,0.8,0.8,0.2,-1,0,3,2,1,1,1,-1,2.136590977,0.8,0.2,0.8,0.2,1,-0.759211558,0.2,0.8,0,1,1,0,1,1,0
10,2,1,2,6,0.2,0.8,0.8,0.2,-1,0,3,2,1,1,2,0,1.490375371,0.8,0.2,0.8,0.2,1,-0.399028015,0.2,0.8,0,1,1,0,1,1,1
10,2,1,2,7,0.2,0.8,0.8,0.2,-1,0,4,1,1,1,2,0,2.920387961,0.2,0.8,0.2,0.8,1,-1.071716471,0.8,0.2,0,1,0,0,0,1,1
10,2,1,2,8,0.2,0.8,0.8,0.2,-1,0,3,2,0,1,1,-1,0.90426687,0.8,0.2,0.8,0.2,1,0.100630752,0.2,0.8,0,1,0,0,0,1,0
10,2,1,2,9,0.2,0.8,0.8,0.2,-1,0,3,2,1,1,1,-1,1.271627682,0.8,0.2,0.8,0.2,1,-0.240297719,0.2,0.8,0,1,1,0,1,1,0
10,2,1,2,10,0.2,0.8,0.8,0.2,-1,0,3,2,1,1,1,-1,3.113954256,0.8,0.2,0.8,0.2,1,-1.135893383,0.2,0.8,0,1,1,0,1,1,1
10,2,1,2,11,0.2,0.8,0.8,0.2,1,0,3,2,0,1,2,0,2.226412799,0.8,0.2,0.8,0.2,1,-0.80039168,0.2,0.8,0,1,1,1,1,1,0
10,2,1,2,12,0.2,0.8,0.8,0.2,-1,0,3,2,0,1,1,-1,1.376357725,0.8,0.2,0.8,0.2,1,-0.31944068,0.2,0.8,0,1,0,0,1,1,1
10,2,1,2,13,0.2,0.8,0.8,0.2,-1,0,3,2,0,2,2,0,1.653310505,0.8,0.2,0.2,0.8,0,-0.502779644,0.2,0.8,0,1,1,1,1,0,1
10,2,1,2,14,0.2,0.8,0.8,0.2,-1,0,4,1,1,2,1,-1,0.988977612,0.2,0.8,0.8,0.2,0,0.011083585,0.8,0.2,0,1,1,1,0,1,0
10,2,1,2,15,0.2,0.8,0.8,0.2,1,0,4,1,0,1,2,0,1.060042206,0.2,0.8,0.2,0.8,1,-0.058308724,0.8,0.2,0,1,0,1,1,0,0
10,2,1,2,16,0.2,0.8,0.8,0.2,-1,0,4,1,1,2,1,-1,2.151034034,0.2,0.8,0.8,0.2,0,-0.765948672,0.8,0.2,0,1,0,1,1,0,0
10,2,1,2,17,0.2,0.8,0.8,0.2,-1,0,4,1,1,1,1,-1,1.670832525,0.2,0.8,0.2,0.8,1,-0.51332202,0.8,0.2,0,1,0,0,1,0,1
10,2,1,2,18,0.2,0.8,0.8,0.2,1,0,3,2,0,1,2,0,1.044063894,0.8,0.2,0.8,0.2,1,-0.043120689,0.2,0.8,0,1,1,1,0,1,0
10,2,1,2,19,0.2,0.8,0.8,0.2,-1,0,3,2,0,1,1,-1,1.790997533,0.8,0.2,0.8,0.2,1,-0.582772746,0.2,0.8,0,1,0,0,1,1,1
10,2,1,2,20,0.2,0.8,0.8,0.2,-1,0,4,1,0,2,1,-1,0.898082077,0.2,0.8,0.8,0.2,0,0.107493815,0.8,0.2,0,1,1,1,0,0,1
10,2,1,2,21,0.2,0.8,0.8,0.2,1,0,3,2,1,2,2,0,1.268014428,0.8,0.2,0.2,0.8,0,-0.237452234,0.2,0.8,0,1,0,0,0,1,0
10,2,1,2,22,0.2,0.8,0.8,0.2,-1,0,4,1,1,2,1,-1,0.65189237,0.2,0.8,0.8,0.2,0,0.427875807,0.8,0.2,0,1,1,1,0,1,1
10,2,1,2,23,0.2,0.8,0.8,0.2,-1,0,3,2,0,2,2,0,1.160588481,0.8,0.2,0.2,0.8,0,-0.148927187,0.2,0.8,0,1,0,1,0,1,0
10,2,1,2,24,0.2,0.8,0.8,0.2,1,0,3,2,0,1,2,0,1.438250931,0.8,0.2,0.8,0.2,1,-0.363427744,0.2,0.8,0,1,1,1,1,0,1
10,2,1,2,25,0.8,0.2,0.8,0.2,-1,0,4,1,0,2,2,0,0.875461958,0.8,0.2,0.2,0.8,0,0.13300358,0.2,0.8,0,1,0,1,0,0,1
10,2,1,2,26,0.8,0.2,0.8,0.2,1,0,4,1,1,1,1,1,1.393875821,0.8,0.2,0.8,0.2,1,-0.332088227,0.2,0.8,0,1,1,1,1,0,0
10,2,1,2,27,0.8,0.2,0.8,0.2,1,0,4,1,1,1,1,1,0.589477249,0.8,0.2,0.8,0.2,1,0.528519153,0.2,0.8,0,1,1,1,1,1,1
10,2,1,2,28,0.8,0.2,0.8,0.2,-1,0,3,2,9,0,9,9,9,0.8,0.2,NaN,NaN,NaN,NaN,0.2,0.8,1,1,1,0,0,0,0
10,2,1,2,29,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,2.370774236,0.8,0.2,0.2,0.8,0,-0.863216583,0.2,0.8,0,1,0,1,0,0,0
10,2,1,2,30,0.8,0.2,0.8,0.2,-1,0,3,2,0,2,2,0,2.627484641,0.8,0.2,0.2,0.8,0,-0.966026978,0.2,0.8,0,1,1,1,0,1,0
10,2,1,2,31,0.8,0.2,0.8,0.2,1,0,4,1,0,1,1,1,1.401055541,0.8,0.2,0.8,0.2,1,-0.337225911,0.2,0.8,0,1,1,1,0,0,1
10,2,1,2,32,0.2,0.8,0.8,0.2,1,0,4,1,0,1,2,0,1.686607384,0.2,0.8,0.2,0.8,1,-0.522719046,0.8,0.2,0,1,1,1,1,1,1
10,2,1,2,33,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,2.762640278,0.8,0.2,0.2,0.8,0,-1.016186845,0.2,0.8,0,1,0,1,1,0,0
10,2,1,2,34,0.8,0.2,0.8,0.2,1,0,3,2,1,2,2,0,2.587219343,0.8,0.2,0.2,0.8,0,-0.950583686,0.2,0.8,0,1,1,0,0,1,1
10,2,1,2,35,0.8,0.2,0.8,0.2,-1,0,4,1,0,1,1,-1,3.102941225,0.8,0.2,0.8,0.2,1,-1.132350444,0.2,0.8,0,1,1,0,0,0,0
10,2,1,2,36,0.8,0.2,0.8,0.2,-1,0,4,1,0,2,2,0,0.757525274,0.8,0.2,0.2,0.8,0,0.277698377,0.2,0.8,0,1,1,1,1,0,1
10,2,1,2,37,0.8,0.2,0.8,0.2,-1,0,3,2,1,1,2,0,2.684377852,0.8,0.2,0.8,0.2,1,-0.987448988,0.2,0.8,0,1,1,0,0,0,0
10,2,1,2,38,0.8,0.2,0.8,0.2,-1,0,3,2,0,1,1,-1,2.617266406,0.8,0.2,0.8,0.2,1,-0.962130416,0.2,0.8,0,1,0,0,1,1,0
10,2,1,2,39,0.8,0.2,0.8,0.2,1,0,3,2,1,2,2,0,1.86234678,0.8,0.2,0.2,0.8,0,-0.621837402,0.2,0.8,0,1,1,0,1,0,0
10,2,1,2,40,0.8,0.2,0.8,0.2,1,0,3,2,0,1,1,1,1.273005065,0.8,0.2,0.8,0.2,1,-0.241380299,0.2,0.8,0,1,1,1,1,0,0
10,2,1,2,41,0.8,0.2,0.8,0.2,-1,0,4,1,0,1,2,0,2.332054758,0.8,0.2,0.8,0.2,1,-0.84674975,0.2,0.8,0,1,1,0,0,1,1
10,2,1,2,42,0.8,0.2,0.8,0.2,1,0,3,2,1,2,2,0,2.206628948,0.8,0.2,0.2,0.8,0,-0.791465988,0.2,0.8,0,1,0,0,0,0,0
10,2,1,2,43,0.8,0.2,0.8,0.2,-1,0,4,1,0,1,2,0,1.130883122,0.8,0.2,0.8,0.2,1,-0.122998852,0.2,0.8,0,1,1,0,0,0,0
10,2,1,2,44,0.8,0.2,0.8,0.2,1,0,3,2,0,2,2,0,0.82662567,0.8,0.2,0.2,0.8,0,0.190403322,0.2,0.8,0,1,0,0,0,0,1
10,2,1,2,45,0.8,0.2,0.8,0.2,-1,0,3,2,1,1,1,-1,2.471813748,0.8,0.2,0.8,0.2,1,-0.904952192,0.2,0.8,0,1,1,0,1,0,0
10,2,1,2,46,0.8,0.2,0.8,0.2,-1,0,4,1,0,2,2,0,1.641983843,0.8,0.2,0.2,0.8,0,-0.495905171,0.2,0.8,0,1,1,1,0,0,0
10,2,1,2,47,0.8,0.2,0.8,0.2,1,0,3,2,0,2,2,0,1.558645353,0.8,0.2,0.2,0.8,0,-0.44381708,0.2,0.8,0,1,1,0,0,1,1
10,2,1,2,48,0.8,0.2,0.8,0.2,-1,0,3,2,0,1,2,0,2.517766677,0.8,0.2,0.8,0.2,1,-0.923372269,0.2,0.8,0,1,1,0,1,0,1
10,2,1,2,49,0.8,0.2,0.8,0.2,-1,0,4,1,1,1,1,-1,2.135249213,0.8,0.2,0.8,0.2,1,-0.758583367,0.2,0.8,0,1,0,0,0,1,0
10,2,1,2,50,0.8,0.2,0.8,0.2,1,0,4,1,1,1,1,1,1.514067091,0.8,0.2,0.8,0.2,1,-0.414799468,0.2,0.8,0,1,1,1,1,1,1
10,2,1,2,51,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,3.174568485,0.8,0.2,0.2,0.8,0,-1.155171713,0.2,0.8,0,1,1,1,1,0,1
10,2,1,2,52,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,1.459177319,0.8,0.2,0.2,0.8,0,-0.377872797,0.2,0.8,0,1,1,1,1,1,1
10,2,1,2,53,0.8,0.2,0.8,0.2,1,0,4,1,0,1,1,1,1.361743816,0.8,0.2,0.8,0.2,1,-0.308766096,0.2,0.8,0,1,1,1,1,0,0
10,2,1,2,54,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,1.707445628,0.8,0.2,0.2,0.8,0,-0.534998469,0.2,0.8,0,1,1,1,1,0,0
10,2,1,2,55,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,0.873287062,0.8,0.2,0.2,0.8,0,0.135490954,0.2,0.8,0,1,1,1,1,1,1
10,2,1,2,56,0.8,0.2,0.8,0.2,1,0,4,1,1,1,2,0,3.63491581,0.8,0.2,0.8,0.2,1,-1.29058595,0.2,0.8,0,1,1,1,1,0,1
10,2,1,2,57,0.8,0.2,0.8,0.2,1,0,4,1,1,1,1,1,3.009914263,0.8,0.2,0.8,0.2,1,-1.101911594,0.2,0.8,0,1,0,1,1,1,1
10,2,1,2,58,0.8,0.2,0.8,0.2,1,0,3,2,0,2,2,0,2.791439153,0.8,0.2,0.2,0.8,0,-1.026557288,0.2,0.8,0,1,1,0,0,0,0
10,2,1,2,59,0.8,0.2,0.2,0.8,-1,0,4,1,0,2,2,0,2.34263613,0.8,0.2,0.2,0.8,0,-0.851276847,0.2,0.8,0,1,1,1,0,1,1
10,2,1,2,60,0.8,0.2,0.2,0.8,-1,0,3,2,0,1,2,0,1.958133339,0.2,0.8,0.2,0.8,1,-0.671991641,0.8,0.2,0,1,1,0,0,0,1
10,2,2,1,1,0.2,0.8,0.2,0.8,-1,0,1,1,0,2,1,-1,1.972207523,0.2,0.8,0.8,0.2,0,-0.679153486,0.8,0.2,0,1,0,1,0,0,1
10,2,2,1,2,0.2,0.8,0.2,0.8,1,0,1,1,1,2,2,0,1.698536557,0.2,0.8,0.8,0.2,0,-0.529767031,0.8,0.2,0,1,0,0,1,1,0
10,2,2,1,3,0.2,0.8,0.2,0.8,-1,0,2,1,1,2,1,-1,1.854782189,0.2,0.8,0.8,0.2,0,-0.617767271,0.8,0.2,0,1,1,1,0,1,1
10,2,2,1,4,0.2,0.8,0.2,0.8,1,0,1,1,1,1,2,0,2.064245595,0.2,0.8,0.2,0.8,1,-0.72476483,0.8,0.2,0,1,0,1,0,0,1
10,2,2,1,5,0.2,0.8,0.2,0.8,-1,0,1,1,0,2,1,-1,1.839381937,0.2,0.8,0.8,0.2,0,-0.609429612,0.8,0.2,0,1,0,1,1,0,0
10,2,2,1,6,0.2,0.8,0.2,0.8,1,0,2,1,0,1,2,0,1.577424012,0.2,0.8,0.2,0.8,1,-0.455793145,0.8,0.2,0,1,0,1,0,0,1
10,2,2,1,7,0.2,0.8,0.2,0.8,-1,0,2,1,1,1,1,-1,1.852047949,0.2,0.8,0.2,0.8,1,-0.616292026,0.8,0.2,0,1,0,0,1,1,0
10,2,2,1,8,0.2,0.8,0.2,0.8,-1,0,2,1,1,2,1,-1,1.981893581,0.2,0.8,0.8,0.2,0,-0.684052742,0.8,0.2,0,1,1,1,1,0,1
10,2,2,1,9,0.2,0.8,0.2,0.8,1,0,2,1,1,2,1,1,1.210740874,0.2,0.8,0.8,0.2,0,-0.191232465,0.8,0.2,0,1,0,0,1,1,1
10,2,2,1,10,0.2,0.8,0.2,0.8,-1,0,1,1,1,2,1,-1,2.81394366,0.2,0.8,0.8,0.2,0,-1.034586937,0.8,0.2,0,1,0,1,0,1,1
10,2,2,1,11,0.2,0.8,0.2,0.8,-1,0,1,1,0,1,2,0,1.315480576,0.2,0.8,0.2,0.8,1,-0.274202056,0.8,0.2,0,1,0,0,1,0,0
10,2,2,1,12,0.2,0.8,0.2,0.8,-1,0,2,1,1,1,2,0,1.957290548,0.2,0.8,0.2,0.8,1,-0.671561144,0.8,0.2,0,1,0,0,0,1,0
10,2,2,1,13,0.2,0.8,0.2,0.8,1,0,1,1,1,2,1,1,1.026657184,0.2,0.8,0.8,0.2,0,-0.026308072,0.8,0.2,0,1,0,0,0,0,1
10,2,2,1,14,0.8,0.2,0.2,0.8,1,0,2,1,0,2,2,0,0.707478229,0.8,0.2,0.2,0.8,0,0.346048421,0.2,0.8,0,1,0,0,0,1,0
10,2,2,1,15,0.8,0.2,0.2,0.8,1,0,1,1,0,2,2,0,1.167364615,0.8,0.2,0.2,0.8,0,-0.154748743,0.2,0.8,0,1,1,0,0,1,1
10,2,2,1,16,0.8,0.2,0.2,0.8,-1,0,2,1,1,2,2,0,1.303286371,0.8,0.2,0.2,0.8,0,-0.264889052,0.2,0.8,0,1,1,1,0,1,0
10,2,2,1,17,0.8,0.2,0.2,0.8,1,0,1,1,1,1,1,1,2.065749457,0.8,0.2,0.8,0.2,1,-0.725493094,0.2,0.8,0,1,1,1,0,0,1
10,2,2,1,18,0.8,0.2,0.2,0.8,1,0,1,1,1,1,1,1,0.960108404,0.8,0.2,0.8,0.2,1,0.04070908,0.2,0.8,0,1,1,1,1,1,1
10,2,2,1,19,0.8,0.2,0.2,0.8,-1,0,2,1,1,2,1,-1,3.570845595,0.8,0.2,0.2,0.8,0,-1.272802429,0.2,0.8,0,1,1,1,0,0,1
10,2,2,1,20,0.8,0.2,0.2,0.8,1,0,1,1,0,1,1,1,1.384236249,0.8,0.2,0.8,0.2,1,-0.325148543,0.2,0.8,0,1,0,1,0,0,0
10,2,2,1,21,0.2,0.8,0.2,0.8,-1,0,2,1,0,1,2,0,3.103400655,0.2,0.8,0.2,0.8,1,-1.132498496,0.8,0.2,0,1,1,0,0,1,1
10,2,2,1,22,0.2,0.8,0.2,0.8,-1,0,2,1,0,1,2,0,0.972975453,0.2,0.8,0.2,0.8,1,0.027396425,0.8,0.2,0,1,0,0,1,1,1
10,2,2,1,23,0.2,0.8,0.2,0.8,-1,0,2,1,0,1,2,0,0.762790604,0.2,0.8,0.2,0.8,1,0.270771724,0.8,0.2,0,1,0,0,1,1,1
10,2,2,1,24,0.2,0.8,0.2,0.8,-1,0,2,1,0,1,1,-1,0.844773444,0.2,0.8,0.2,0.8,1,0.168686801,0.8,0.2,0,1,0,0,1,1,1
10,2,2,1,25,0.2,0.8,0.2,0.8,-1,0,1,1,1,1,2,0,4.740826726,0.2,0.8,0.2,0.8,1,-1.556211535,0.8,0.2,0,1,1,0,0,1,0
10,2,2,1,26,0.2,0.8,0.2,0.8,1,0,1,1,1,1,2,0,2.293990919,0.2,0.8,0.2,0.8,1,-0.83029306,0.8,0.2,0,1,0,1,1,1,1
10,2,2,1,27,0.2,0.8,0.2,0.8,-1,0,2,1,1,2,2,0,2.267037309,0.2,0.8,0.8,0.2,0,-0.818473829,0.8,0.2,0,1,0,1,0,0,1
10,2,2,1,28,0.2,0.8,0.2,0.8,-1,0,1,1,1,1,2,0,2.327400694,0.2,0.8,0.2,0.8,1,-0.844752063,0.8,0.2,0,1,1,0,0,0,1
10,2,2,1,29,0.2,0.8,0.2,0.8,1,0,2,1,0,2,1,1,1.68893502,0.2,0.8,0.8,0.2,0,-0.524098164,0.8,0.2,0,1,0,0,0,0,0
10,2,2,1,30,0.2,0.8,0.2,0.8,-1,0,2,1,1,1,2,0,2.119438131,0.2,0.8,0.2,0.8,1,-0.751151021,0.8,0.2,0,1,0,0,1,0,0
10,2,2,1,31,0.2,0.8,0.2,0.8,1,0,1,1,1,2,2,0,1.22773132,0.2,0.8,0.8,0.2,0,-0.205168011,0.8,0.2,0,1,0,0,0,0,1
10,2,2,1,32,0.2,0.8,0.2,0.8,-1,0,1,1,0,2,1,-1,4.064390186,0.2,0.8,0.8,0.2,0,-1.402263716,0.8,0.2,0,1,1,1,1,1,0
10,2,2,1,33,0.2,0.8,0.2,0.8,-1,0,1,1,1,1,2,0,1.6576935,0.2,0.8,0.2,0.8,1,-0.505427178,0.8,0.2,0,1,0,0,1,0,0
10,2,2,1,34,0.2,0.8,0.2,0.8,-1,0,1,1,0,1,2,0,1.051053745,0.2,0.8,0.2,0.8,1,-0.049793228,0.8,0.2,0,1,0,0,1,1,0
10,2,2,1,35,0.2,0.8,0.2,0.8,1,0,1,1,1,2,2,0,1.520468316,0.2,0.8,0.8,0.2,0,-0.41901839,0.8,0.2,0,1,0,0,1,0,0
10,2,2,1,36,0.2,0.8,0.2,0.8,1,0,1,1,1,2,1,1,0.920709442,0.2,0.8,0.8,0.2,0,0.082610774,0.8,0.2,0,1,1,0,1,1,1
10,2,2,1,37,0.2,0.8,0.2,0.8,-1,0,2,1,0,1,2,0,1.318946222,0.2,0.8,0.2,0.8,1,-0.276833101,0.8,0.2,0,1,0,0,0,0,0
10,2,2,1,38,0.2,0.8,0.2,0.8,-1,0,2,1,1,1,2,0,0.825642817,0.2,0.8,0.2,0.8,1,0.191593024,0.8,0.2,0,1,0,0,1,1,0
10,2,2,1,39,0.2,0.8,0.2,0.8,1,0,1,1,1,2,2,0,1.832177162,0.2,0.8,0.8,0.2,0,-0.605504966,0.8,0.2,0,1,0,0,0,0,1
10,2,2,1,40,0.2,0.8,0.2,0.8,1,0,1,1,0,1,2,0,2.201993599,0.2,0.8,0.2,0.8,1,-0.789363131,0.8,0.2,0,1,1,1,1,0,0
10,2,2,1,41,0.2,0.8,0.2,0.8,-1,0,2,1,0,2,1,-1,1.429273639,0.2,0.8,0.8,0.2,0,-0.357166371,0.8,0.2,0,1,0,1,0,0,1
10,2,2,1,42,0.2,0.8,0.2,0.8,1,0,2,1,1,1,2,0,0.719106449,0.2,0.8,0.2,0.8,1,0.329745881,0.8,0.2,0,1,0,1,1,0,0
10,2,2,1,43,0.8,0.2,0.2,0.8,-1,0,2,1,1,1,1,-1,1.028369933,0.8,0.2,0.8,0.2,1,-0.02797496,0.2,0.8,0,1,0,0,1,1,1
10,2,2,1,44,0.8,0.2,0.2,0.8,-1,0,2,1,1,1,1,-1,0.716044691,0.8,0.2,0.8,0.2,1,0.334012697,0.2,0.8,0,1,1,0,1,1,1
10,2,2,1,45,0.8,0.2,0.2,0.8,1,0,1,1,1,2,2,0,3.277763272,0.8,0.2,0.2,0.8,0,-1.18716126,0.2,0.8,0,1,1,0,0,0,1
10,2,2,1,46,0.8,0.2,0.2,0.8,1,0,1,1,0,1,1,1,1.155502153,0.8,0.2,0.8,0.2,1,-0.144535014,0.2,0.8,0,1,1,1,1,0,0
10,2,2,1,47,0.8,0.2,0.2,0.8,1,0,1,1,0,2,1,1,0.933948985,0.8,0.2,0.2,0.8,0,0.068333462,0.2,0.8,0,1,1,0,1,0,1
10,2,2,1,48,0.8,0.2,0.2,0.8,1,0,1,1,1,2,2,0,0.91622472,0.8,0.2,0.2,0.8,0,0.087493617,0.2,0.8,0,1,0,0,1,1,0
10,2,2,1,49,0.8,0.2,0.2,0.8,1,0,2,1,0,1,2,0,4.295385811,0.8,0.2,0.8,0.2,1,-1.457541379,0.2,0.8,0,1,1,1,0,0,0
10,2,2,1,50,0.8,0.2,0.2,0.8,1,0,1,1,0,2,2,0,1.022400366,0.8,0.2,0.2,0.8,0,-0.022153163,0.2,0.8,0,1,0,0,0,0,1
10,2,2,1,51,0.8,0.2,0.2,0.8,1,0,1,1,1,1,1,1,1.500698351,0.8,0.2,0.8,0.2,1,-0.405930567,0.2,0.8,0,1,1,1,1,0,0
10,2,2,1,52,0.8,0.2,0.2,0.8,-1,0,2,1,1,1,1,-1,1.567766933,0.8,0.2,0.8,0.2,1,-0.449652271,0.2,0.8,0,1,1,0,0,1,1
10,2,2,1,53,0.8,0.2,0.2,0.8,1,0,2,1,1,2,2,0,0.995966256,0.8,0.2,0.2,0.8,0,0.004041902,0.2,0.8,0,1,1,0,1,0,1
10,2,2,1,54,0.8,0.2,0.2,0.8,1,0,2,1,1,1,1,1,1.629667988,0.8,0.2,0.8,0.2,1,-0.488376306,0.2,0.8,0,1,1,1,1,0,1
10,2,2,1,55,0.2,0.8,0.2,0.8,-1,0,2,1,1,2,1,-1,2.359906098,0.2,0.8,0.8,0.2,0,-0.858621829,0.8,0.2,0,1,1,1,1,0,1
10,2,2,1,56,0.2,0.8,0.2,0.8,1,0,2,1,1,2,1,1,1.311003703,0.2,0.8,0.8,0.2,0,-0.270793029,0.8,0.2,0,1,0,0,1,1,1
10,2,2,1,57,0.2,0.8,0.2,0.8,1,0,1,1,0,1,1,1,1.346456158,0.2,0.8,0.2,0.8,1,-0.297476073,0.8,0.2,0,1,0,1,0,0,0
10,2,2,1,58,0.2,0.8,0.2,0.8,-1,0,1,1,0,1,2,0,2.506620828,0.2,0.8,0.2,0.8,1,-0.918935563,0.8,0.2,0,1,1,0,1,1,1
10,2,2,1,59,0.2,0.8,0.2,0.8,-1,0,2,1,1,1,2,0,1.498460669,0.2,0.8,0.2,0.8,1,-0.404438361,0.8,0.2,0,1,0,0,0,1,0
10,2,2,1,60,0.2,0.8,0.2,0.8,-1,0,2,1,1,1,1,-1,0.862231168,0.2,0.8,0.2,0.8,1,0.148231868,0.8,0.2,0,1,0,0,1,1,1
10,2,3,2,1,0.8,0.2,0.8,0.2,1,0,3,2,9,0,9,9,9,0.8,0.2,NaN,NaN,NaN,NaN,0.2,0.8,1,1,1,0,0,0,0
10,2,3,2,2,0.8,0.2,0.8,0.2,-1,0,3,2,1,1,1,-1,2.806638065,0.8,0.2,0.8,0.2,1,-1.031987349,0.2,0.8,0,1,0,0,1,0,0
10,2,3,2,3,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,2.910736316,0.8,0.2,0.2,0.8,0,-1.068406079,0.2,0.8,0,1,1,1,0,0,1
10,2,3,2,4,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,1.688309266,0.8,0.2,0.2,0.8,0,-0.523727594,0.2,0.8,0,1,1,1,1,1,1
10,2,3,2,5,0.8,0.2,0.8,0.2,-1,0,4,1,0,2,2,0,1.318577652,0.8,0.2,0.2,0.8,0,-0.276553619,0.2,0.8,0,1,1,1,1,1,0
10,2,3,2,6,0.8,0.2,0.8,0.2,1,0,3,2,0,1,1,1,2.401321781,0.8,0.2,0.8,0.2,1,-0.876019328,0.2,0.8,0,1,1,1,0,0,1
10,2,3,2,7,0.8,0.2,0.8,0.2,1,0,3,2,1,1,2,0,2.63052074,0.8,0.2,0.8,0.2,1,-0.967181827,0.2,0.8,0,1,1,1,1,1,0
10,2,3,2,8,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,1.701318189,0.8,0.2,0.2,0.8,0,-0.531403356,0.2,0.8,0,1,0,1,0,0,1
10,2,3,2,9,0.8,0.2,0.8,0.2,1,0,3,2,1,1,1,1,2.767345357,0.8,0.2,0.8,0.2,1,-1.017888506,0.2,0.8,0,1,1,1,0,0,1
10,2,3,2,10,0.8,0.2,0.8,0.2,1,0,4,1,1,1,1,1,1.85158701,0.8,0.2,0.8,0.2,1,-0.616043114,0.2,0.8,0,1,1,1,0,1,1
10,2,3,2,11,0.8,0.2,0.8,0.2,1,0,3,2,0,1,1,1,3.419334624,0.8,0.2,0.8,0.2,1,-1.229445978,0.2,0.8,0,1,1,1,0,1,0
10,2,3,2,12,0.8,0.2,0.8,0.2,1,0,3,2,0,1,1,1,1.678020697,0.8,0.2,0.8,0.2,1,-0.517614942,0.2,0.8,0,1,1,1,1,1,1
10,2,3,2,13,0.8,0.2,0.8,0.2,1,0,4,1,1,1,2,0,3.195497891,0.8,0.2,0.8,0.2,1,-1.16174291,0.2,0.8,0,1,1,1,0,1,0
